"","spp1","spp2","spp3","spp4","spp5","spp6","spp7","spp8","spp9","spp10","spp11","spp12","spp13","spp14","spp15","spp16","spp17","spp18","spp19","spp20","spp21","spp22","spp23","spp24","spp25","spp26","spp27","spp28","spp29","spp30","spp31","spp32","spp33","spp34","spp35","spp36","spp37","spp38","spp39","spp40","spp41","spp42","spp43","spp44","spp45","spp46","spp47","spp48","spp49","spp50","spp51","spp52","spp53","spp54","spp55","spp56","spp57","spp58","spp59","spp60","spp61","spp62","spp63","spp64","spp65","spp66","spp67","spp68","spp69","spp70","spp71","spp72","spp73","spp74","spp75","spp76","spp77","spp78","spp79","spp80","spp81","spp82","spp83","spp84","spp85","spp86","spp87","spp88","spp89","spp90","spp91","spp92","spp93","spp94","spp95","spp96","spp97","spp98","spp99","spp100"
"loc11",15,0,0,0,18,0,0,0,2,0,7,0,0,5,3,0,3,2,0,0,3,0,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,6,4,2,3,2,0,0,0,5,3,0,1,0,0,3,1,0,1,0,0,0,4,1,0,1,1,8,3,0,0,3,4,0,0,1,3,3,2,0,0,1,0,0,1,1,0,0,0,0,7,0,0,0,5,0,0,2,0,0,0,0,2,4
"loc12",14,0,0,0,17,0,0,1,0,1,1,0,0,5,7,0,0,0,0,0,2,0,1,0,0,0,6,0,6,0,0,1,0,0,0,0,0,3,5,3,7,4,0,0,0,3,3,0,1,1,1,2,8,0,0,0,1,0,5,0,0,0,1,7,7,0,0,2,1,0,1,4,1,4,6,0,0,0,0,2,4,1,0,0,0,0,8,0,0,0,2,0,1,5,0,2,0,0,2,5
"loc13",20,0,0,0,15,0,0,1,1,0,4,2,0,3,3,2,0,0,0,0,5,0,1,0,0,0,3,0,5,0,0,2,0,0,0,0,0,3,5,2,6,3,0,1,0,3,1,0,0,1,0,4,3,0,3,1,0,0,4,0,0,0,3,3,9,1,0,4,4,0,0,0,0,6,4,0,2,0,0,3,1,2,1,1,0,0,7,1,0,1,4,0,1,2,0,0,0,0,1,5
"loc14",15,0,0,0,5,0,0,0,0,0,2,0,0,5,4,1,0,0,0,0,3,0,0,0,0,0,2,0,3,0,0,2,0,0,0,0,0,6,0,3,3,2,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,3,6,1,0,0,1,1,0,1,1,1,3,5,0,0,1,0,1,1,1,1,0,0,0,2,0,0,0,2,0,1,4,0,0,1,0,1,3
"loc15",17,0,0,0,15,0,0,0,1,1,3,0,1,3,4,1,0,0,0,0,2,0,0,0,1,0,2,1,3,0,0,3,0,0,0,1,0,4,4,0,4,3,0,0,0,3,2,0,0,1,0,2,3,0,1,0,0,0,2,1,0,0,1,6,11,0,1,4,5,0,0,1,5,3,5,0,1,0,1,0,2,3,0,0,0,0,6,0,0,0,1,1,0,6,0,0,0,0,0,5
"loc16",15,0,0,0,15,0,0,1,2,0,3,0,0,6,3,2,0,0,0,0,2,0,1,0,0,0,5,0,5,0,1,2,0,1,0,0,0,6,3,3,2,2,0,1,0,2,0,0,0,2,0,0,3,0,1,1,0,1,0,1,0,0,4,6,9,0,0,0,4,0,0,0,1,0,4,0,2,1,0,0,0,4,0,0,0,0,5,1,0,0,3,1,0,4,0,0,0,1,1,4
"loc17",19,0,0,0,19,0,0,0,1,0,1,0,0,6,5,4,0,0,0,0,7,0,0,0,0,1,1,0,7,0,0,0,0,0,0,0,0,4,6,3,3,0,0,0,0,2,1,0,0,1,0,1,2,0,1,0,0,0,2,0,0,0,0,5,9,0,1,0,5,0,1,1,2,5,4,0,0,3,1,1,0,5,1,2,0,0,5,0,0,0,7,0,0,2,1,0,1,1,3,3
"loc18",26,0,0,0,14,0,0,1,0,0,4,0,0,5,6,5,0,0,0,1,2,2,0,0,0,1,3,0,3,0,0,0,0,0,0,1,0,8,3,3,9,4,0,0,0,3,1,0,1,1,2,0,6,0,2,0,0,1,2,1,0,0,1,5,8,0,0,1,3,0,0,2,4,1,2,0,3,0,0,0,0,2,1,1,0,1,9,0,0,1,3,0,0,3,0,0,0,0,3,7
"loc19",10,0,0,0,10,0,0,0,0,0,0,0,0,1,4,1,0,0,1,0,5,0,0,1,0,1,4,0,1,0,0,1,0,0,0,0,0,1,4,3,1,2,1,1,0,2,1,0,0,1,0,2,4,0,1,1,0,0,1,0,0,0,1,3,5,0,0,2,2,0,0,0,1,0,1,0,0,1,0,0,1,3,1,0,0,0,7,0,0,0,1,0,0,2,0,0,0,0,0,3
"loc20",6,0,0,0,12,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,4,1,0,0,0,0,5,1,3,0,0,1,0,1,0,0,0,7,5,2,4,1,0,0,1,3,0,0,0,0,1,1,3,0,0,0,0,1,2,2,0,0,0,4,7,0,0,2,0,0,0,0,2,3,1,0,0,2,0,0,1,3,0,0,0,0,7,0,0,0,2,0,0,3,0,0,0,1,2,3
"loc21",18,0,0,0,15,0,0,0,0,1,5,0,0,5,6,4,0,1,0,0,1,0,0,0,0,1,5,0,3,1,0,3,0,0,0,0,0,11,10,2,6,3,0,1,1,2,3,1,0,4,0,6,4,0,1,0,0,0,2,0,0,0,2,4,5,0,1,2,5,0,1,0,3,5,5,1,0,0,0,1,1,6,1,1,0,0,8,0,0,0,5,0,0,0,0,0,0,0,2,9
"loc22",8,0,0,0,4,0,0,0,1,1,3,0,1,7,2,2,0,0,0,1,0,0,0,0,0,0,3,0,2,0,0,3,0,0,0,0,0,6,5,2,2,3,0,0,0,2,0,0,0,0,1,1,4,0,3,0,0,0,0,0,0,0,1,2,6,0,0,0,3,1,1,1,1,1,5,0,1,0,0,1,1,6,1,1,0,0,9,0,0,0,5,0,1,5,0,0,0,0,1,5
"loc23",19,0,0,0,13,0,0,0,0,0,2,0,1,2,3,2,0,0,0,0,5,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,6,1,3,3,2,0,1,0,3,2,1,1,0,0,3,1,0,3,1,0,0,3,1,0,0,2,4,12,0,0,2,7,0,0,0,3,5,6,1,0,1,1,3,2,5,5,0,0,1,8,0,0,0,4,1,0,4,0,0,0,0,3,5
"loc24",12,0,0,0,11,0,0,0,0,0,1,0,0,7,5,5,1,0,0,0,5,0,0,0,0,0,5,0,4,1,1,2,0,0,0,0,0,6,5,4,3,0,1,0,0,2,2,0,0,3,0,2,5,0,0,0,0,0,2,0,0,0,0,3,5,0,1,2,5,0,0,0,1,1,1,0,1,1,1,1,1,3,2,0,0,0,3,0,0,0,5,0,0,1,0,1,1,0,0,9
"loc25",14,0,0,0,13,0,0,0,2,0,1,0,0,4,6,2,0,0,0,0,4,0,1,0,0,0,4,0,2,0,0,1,1,0,0,0,0,6,5,3,3,2,0,0,0,4,3,0,0,3,0,3,3,0,1,1,1,0,3,0,0,1,1,3,8,0,2,2,5,0,0,0,2,7,1,0,1,2,0,2,1,6,1,0,0,1,5,0,0,0,5,0,1,3,0,1,0,0,0,7
"loc26",16,0,0,0,10,0,0,0,1,0,2,0,0,7,4,3,1,0,0,0,2,0,0,0,0,1,5,0,1,0,0,1,0,0,0,0,0,3,2,2,4,1,0,0,0,1,1,0,0,2,0,3,1,0,0,0,1,0,1,0,0,0,2,1,7,0,0,0,0,0,0,0,1,1,3,0,1,1,0,1,1,2,2,0,0,0,3,0,0,0,2,0,0,3,0,0,0,0,1,2
"loc27",18,0,0,1,15,0,0,0,0,0,2,1,0,4,6,3,0,0,0,0,3,0,1,1,1,0,1,1,3,0,0,1,1,0,0,0,0,1,1,1,3,2,1,0,0,2,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,4,0,1,3,1,0,0,0,2,1,4,1,1,2,1,2,2,2,2,0,1,0,6,0,0,1,0,1,0,1,0,0,0,0,0,3
"loc28",10,0,0,1,14,0,0,0,2,0,0,0,0,1,5,0,0,0,0,0,4,2,1,0,0,0,5,0,2,0,0,1,0,0,0,0,0,5,3,1,3,0,0,0,0,5,1,1,0,2,0,1,3,1,1,0,0,0,2,2,1,0,2,9,6,0,0,1,5,0,0,2,2,3,3,1,1,0,0,1,1,3,1,0,1,0,9,2,0,0,2,0,1,2,0,0,0,0,2,4
"loc29",9,0,0,0,14,0,0,0,0,0,1,0,1,2,2,2,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,4,7,3,3,2,1,0,0,4,2,0,0,1,0,1,3,0,2,0,0,0,0,0,0,0,2,5,4,0,0,1,5,1,0,3,1,3,6,1,0,0,0,0,2,5,1,0,0,0,8,0,0,1,3,1,0,2,1,0,0,1,1,4
"loc30",10,0,0,0,13,0,0,0,0,0,6,0,0,1,3,5,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,1,3,4,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,2,3,5,0,0,1,4,0,0,1,1,4,1,0,1,2,0,1,1,3,0,1,0,0,6,0,0,0,2,0,0,4,0,0,1,0,1,4
"loc31",17,0,0,0,22,0,0,0,0,0,3,0,0,1,4,4,0,0,0,0,3,0,1,0,0,0,7,0,3,0,0,0,0,3,0,0,0,4,6,4,4,2,0,0,0,5,2,1,1,2,0,4,3,0,4,0,0,0,5,1,0,0,0,2,7,0,0,4,6,0,1,0,1,2,1,0,0,1,0,2,1,5,0,1,1,0,5,0,0,0,6,0,1,2,1,0,0,0,0,2
"loc32",21,0,0,0,19,0,0,1,0,0,2,0,0,2,5,2,0,1,0,0,3,1,2,1,0,0,1,1,2,0,0,2,0,0,0,1,0,6,7,4,3,3,0,2,0,2,2,0,0,1,1,1,0,0,1,2,0,1,4,0,1,1,1,2,3,0,0,4,12,0,0,0,3,2,3,1,0,0,0,2,0,3,0,2,0,0,9,0,1,0,3,0,0,2,1,0,0,0,3,6
"loc33",15,0,0,0,4,0,0,0,1,0,3,0,0,1,1,5,0,0,0,0,1,0,1,0,0,0,4,0,4,0,0,0,0,0,0,0,0,1,5,4,5,3,1,0,0,4,1,0,0,0,0,4,2,1,0,0,0,0,1,0,2,0,2,7,3,0,0,0,1,0,0,2,0,4,2,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,1,4
"loc34",13,0,0,0,19,0,0,0,0,0,4,0,1,5,11,1,0,0,0,0,4,0,2,0,0,0,4,0,5,0,0,1,0,0,0,0,0,4,5,2,3,3,0,0,0,4,1,0,0,1,1,6,2,1,1,0,0,0,1,0,0,0,1,2,8,0,0,1,2,0,0,2,2,3,11,0,1,2,1,1,0,4,1,0,0,0,6,0,0,1,5,0,0,3,0,0,0,0,3,1
"loc35",25,0,0,0,15,0,0,0,0,1,3,1,0,7,3,2,0,0,0,1,3,2,3,0,0,0,7,0,3,1,0,0,0,0,0,0,1,7,5,4,2,5,0,0,0,6,2,0,0,3,0,1,7,1,2,0,0,1,6,0,0,0,4,8,6,0,0,0,5,0,0,1,3,1,1,0,1,1,0,2,0,7,1,0,0,0,2,0,0,0,2,0,0,2,1,0,0,0,1,6
"loc36",10,0,0,0,12,0,0,0,1,0,1,0,0,5,2,0,0,0,0,0,1,0,1,0,0,1,3,0,1,0,0,3,0,0,1,0,0,2,2,1,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,2,7,0,0,0,6,0,0,0,3,1,6,0,1,0,1,0,2,6,2,3,0,0,2,0,0,0,1,0,0,2,0,0,0,0,1,5
"loc37",18,0,0,0,10,0,0,0,0,0,3,1,0,2,7,2,1,0,0,0,3,0,1,1,0,0,5,0,2,0,0,0,0,0,1,0,1,9,3,7,6,2,0,0,0,2,0,0,0,3,1,2,2,0,2,0,0,0,2,1,0,0,0,10,12,1,0,2,3,0,0,3,2,6,10,0,2,1,0,2,0,3,3,0,0,0,9,0,1,0,2,0,0,4,1,0,0,0,3,5
"loc38",14,0,0,0,14,0,0,0,0,1,3,1,0,3,5,0,0,0,0,1,3,0,0,1,0,0,5,0,1,0,1,2,0,0,0,0,0,2,4,4,6,1,0,0,0,5,2,0,0,0,0,2,5,0,1,0,0,1,0,0,0,0,2,3,2,1,0,0,5,0,0,1,3,5,3,0,2,0,1,1,1,4,1,1,2,0,8,0,1,0,5,0,0,7,0,0,1,0,2,4
"loc39",9,0,0,0,8,0,0,0,0,0,1,0,0,1,2,1,0,0,0,1,5,1,1,0,0,0,4,1,4,0,0,1,0,1,0,0,0,0,5,3,4,2,0,0,0,2,1,0,0,1,1,2,2,0,0,0,0,1,0,0,0,0,1,3,3,0,1,1,2,0,0,1,1,4,2,0,2,2,0,0,0,3,1,0,0,0,5,0,0,0,4,0,0,2,0,0,0,0,1,2
"loc40",9,0,0,1,14,0,0,0,0,1,4,0,0,2,3,2,0,0,0,0,4,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,5,5,3,4,0,0,1,0,3,3,0,0,1,0,2,1,0,5,0,0,0,2,1,0,0,1,6,5,0,2,0,6,0,0,3,0,0,3,0,0,2,0,1,0,4,2,1,0,0,2,0,1,0,1,0,0,5,0,0,0,0,2,3
"loc41",9,0,0,0,16,0,0,0,0,0,2,0,2,2,4,3,0,0,1,0,3,0,0,0,0,0,2,0,4,0,1,0,1,0,0,0,1,2,8,0,4,2,0,0,0,3,2,0,0,2,0,3,4,0,0,0,0,2,3,0,0,0,2,5,6,0,0,1,5,1,0,3,1,4,3,1,1,2,0,1,0,6,2,0,0,0,5,0,1,0,1,0,0,1,1,0,1,0,1,4
"loc42",6,0,0,0,6,0,0,0,0,0,3,0,2,1,3,1,1,0,0,0,2,0,0,0,0,0,7,0,5,0,0,4,0,0,0,0,0,13,6,0,2,1,0,0,0,2,0,0,0,3,0,2,2,0,2,0,0,0,4,0,0,1,2,1,6,0,0,3,3,0,0,2,3,4,4,0,1,2,0,1,1,4,1,1,0,0,8,0,0,0,2,0,0,4,1,0,0,0,1,3
"loc43",8,0,0,0,15,0,0,0,0,0,1,0,1,3,4,2,1,0,0,0,4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,2,3,2,5,0,0,0,0,1,1,0,1,1,0,2,5,0,1,0,0,0,1,0,0,0,0,1,4,0,0,0,3,0,0,1,1,1,4,0,2,0,0,0,0,2,2,2,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,4
"loc44",10,0,0,1,10,0,0,0,0,0,4,0,0,5,6,4,0,1,0,1,1,1,0,0,1,0,4,0,7,0,1,5,0,0,0,0,1,4,6,6,8,2,0,0,0,3,0,1,0,4,0,3,3,0,3,0,1,0,2,2,1,1,1,7,12,0,0,6,4,1,0,1,3,1,10,1,2,2,1,2,2,4,4,0,1,0,7,0,1,0,2,0,0,1,0,0,1,0,0,6
"loc45",15,0,0,1,15,0,0,0,0,1,3,0,0,5,5,3,0,0,0,0,3,0,4,0,0,0,1,0,4,0,0,1,0,0,0,0,1,3,1,1,4,0,0,1,1,6,0,0,0,3,0,1,1,0,4,0,2,0,1,1,0,0,1,8,4,1,0,5,7,0,0,1,0,2,6,2,2,2,0,1,1,2,2,2,0,0,2,0,2,0,7,0,0,2,0,0,0,0,3,7
"loc46",14,0,0,1,13,0,0,0,2,0,0,0,0,2,1,3,0,0,0,0,6,0,1,0,1,0,4,0,4,0,0,1,0,1,0,0,0,7,5,5,5,2,0,0,0,0,2,0,0,1,0,0,4,1,2,0,0,0,7,1,0,0,1,4,8,1,0,2,7,1,0,0,5,4,6,0,1,0,0,1,2,4,2,0,0,0,6,0,0,0,0,0,0,2,0,1,0,0,1,6
"loc47",18,0,0,0,12,0,0,0,0,0,0,0,0,3,5,1,0,0,0,0,5,1,3,1,0,0,3,0,1,1,0,2,0,0,1,0,1,8,2,2,8,0,0,0,0,4,1,0,0,1,0,4,3,0,1,0,0,0,1,1,0,0,1,4,8,0,0,4,3,0,1,1,4,7,4,1,0,2,0,1,1,6,1,0,0,0,6,0,0,0,3,0,0,2,0,0,0,0,2,6
"loc48",3,0,0,0,17,0,0,1,0,1,2,1,0,4,4,1,0,0,1,0,1,0,1,1,0,1,4,0,3,0,0,1,0,1,1,0,0,3,4,2,4,0,0,0,0,2,0,0,1,1,0,1,4,0,1,0,0,0,1,0,0,0,1,3,10,1,0,2,4,0,0,2,3,3,5,1,1,1,0,2,0,3,0,0,0,0,11,1,0,0,3,0,0,1,2,1,0,1,2,6
"loc49",10,0,0,0,8,0,0,0,0,0,2,0,0,2,2,4,0,0,0,0,5,1,0,0,1,0,0,0,2,0,0,2,0,0,0,1,0,6,4,2,3,4,0,0,0,4,1,0,0,1,0,1,2,0,1,0,0,0,2,0,0,0,1,3,4,0,0,0,2,0,0,0,2,2,2,1,0,1,0,0,0,8,0,0,0,1,10,0,0,1,0,0,0,0,0,0,0,0,3,5
"loc50",6,0,0,0,6,0,0,0,0,0,2,0,0,1,7,3,1,1,0,0,3,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,4,1,3,1,0,0,0,2,0,1,0,2,0,1,4,0,0,0,0,0,3,0,1,0,0,4,5,0,0,2,4,0,0,0,1,0,6,0,1,1,0,0,1,1,2,2,0,0,5,0,0,0,2,0,0,1,0,0,0,0,0,3
"loc51",18,0,0,1,18,0,0,0,1,0,5,0,0,6,5,2,0,1,1,0,4,1,2,0,0,0,3,0,3,0,1,4,0,0,0,0,0,5,6,3,6,3,0,0,0,4,2,2,0,3,0,4,5,1,1,0,0,2,3,1,0,0,0,4,9,0,0,1,7,0,0,0,2,3,6,0,1,1,0,0,1,0,1,1,1,0,5,0,0,0,2,0,0,5,1,0,0,1,6,5
"loc52",15,0,0,0,10,0,0,0,1,0,4,0,0,3,5,3,0,0,1,0,4,0,0,1,1,0,3,0,5,1,1,3,0,0,2,0,0,2,3,3,4,2,0,0,0,1,0,1,0,0,0,2,4,0,2,0,0,0,1,0,1,0,1,4,9,0,1,2,6,0,0,1,2,4,2,0,1,0,0,0,0,4,1,0,0,1,7,0,1,0,3,0,0,0,0,0,0,2,4,3
"loc53",19,0,0,1,10,0,0,0,0,0,3,1,0,3,2,2,0,0,0,1,3,0,0,0,0,0,5,0,5,1,0,4,0,0,0,0,0,6,5,1,3,2,0,0,0,6,1,0,0,2,0,2,1,0,4,0,1,0,2,0,0,1,1,2,12,0,1,3,5,0,0,1,5,1,5,0,1,0,0,2,1,10,0,2,1,1,6,0,0,0,3,0,0,2,1,0,0,0,3,5
"loc54",13,0,0,0,9,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,5,4,2,6,2,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,4,0,0,0,1,3,4,0,0,1,7,0,1,2,2,4,5,0,1,0,0,0,0,3,0,0,0,0,6,0,0,0,2,0,0,0,0,0,1,1,0,3
"loc55",18,0,0,0,14,0,0,0,1,0,3,0,0,1,3,2,0,1,0,0,0,0,1,1,0,0,5,0,2,0,0,1,0,0,0,0,0,7,6,3,10,1,0,1,0,2,0,1,0,2,0,5,6,0,2,0,0,0,4,0,0,0,2,8,5,1,1,4,3,0,1,1,1,2,5,1,1,4,0,1,0,6,0,1,0,0,5,0,0,0,2,0,0,2,0,0,2,0,2,10
"loc56",22,0,0,1,21,0,0,0,0,0,1,1,0,7,9,3,0,0,0,1,4,0,0,0,0,0,1,0,1,1,0,3,0,0,0,0,0,6,7,9,3,4,1,0,1,3,2,0,2,0,1,3,5,0,3,0,1,0,1,0,0,0,1,3,5,0,0,1,4,1,0,1,0,4,3,0,4,1,0,2,1,10,1,1,0,0,6,0,1,0,5,0,0,1,0,0,0,0,2,7
"loc57",19,0,0,0,11,0,0,0,1,0,3,1,0,1,3,4,0,0,1,0,1,0,2,0,0,0,4,0,3,0,1,0,0,0,0,0,0,7,1,5,4,0,0,0,0,3,3,0,1,0,0,3,2,0,1,1,0,0,3,0,0,0,1,4,3,0,0,1,0,0,0,0,0,2,10,0,0,1,0,2,3,6,3,0,0,0,5,0,0,0,1,0,0,2,0,0,0,0,0,7
"loc58",11,0,0,0,3,0,0,0,1,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,3,0,0,0,0,0,4,2,1,4,0,0,0,0,3,3,0,0,1,0,4,2,0,2,0,0,0,2,0,0,0,1,3,5,0,2,0,4,0,1,1,0,1,4,0,2,0,0,0,0,1,1,1,0,0,6,0,1,0,0,1,0,2,0,0,0,0,2,3
"loc59",13,0,0,0,10,0,0,0,1,1,3,0,0,0,0,3,0,1,0,0,6,0,2,0,0,0,6,0,3,0,0,6,0,0,0,0,0,1,8,2,6,1,1,0,0,3,3,0,0,1,0,1,3,0,3,0,0,0,5,0,1,0,2,6,10,1,0,3,7,1,1,1,3,3,6,1,1,1,0,1,0,4,4,1,0,0,9,0,0,0,3,0,0,0,1,0,0,0,1,10
"loc60",13,0,0,1,19,0,0,1,2,1,0,0,1,3,4,3,0,0,0,0,4,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,3,9,2,5,2,0,0,0,5,2,2,0,1,0,7,1,0,0,0,1,0,3,1,0,0,6,4,11,0,0,2,1,1,0,1,0,1,4,0,0,1,0,2,1,2,5,2,0,0,6,1,1,0,4,0,0,9,1,0,0,1,0,3
"loc61",11,0,0,0,16,0,0,0,1,1,2,0,0,4,2,1,0,0,0,0,5,0,0,0,0,1,7,0,2,1,0,0,0,0,0,0,1,2,3,5,2,2,0,0,0,1,0,0,0,0,1,3,3,0,0,0,0,1,0,1,0,0,1,4,2,1,0,1,7,0,0,0,2,5,6,1,0,0,0,0,0,3,1,2,0,0,8,0,0,2,2,1,0,0,0,0,0,0,0,5
"loc62",18,0,0,0,8,0,0,1,1,0,3,0,0,5,4,1,0,1,0,1,2,0,0,1,1,1,1,0,3,0,0,2,0,0,0,0,0,12,1,4,6,1,0,0,0,1,4,0,0,2,0,2,5,0,3,0,0,1,4,1,0,0,0,9,6,0,1,2,5,0,1,0,4,6,4,0,2,1,0,2,0,6,4,0,0,0,6,0,0,0,2,0,0,3,0,0,0,0,0,5
"loc63",12,0,0,1,13,0,0,0,0,1,3,1,0,8,3,1,0,0,0,0,1,0,2,2,0,0,3,0,2,0,1,1,0,1,0,0,0,8,7,5,3,1,0,0,0,2,0,0,1,1,0,4,3,1,1,0,0,0,4,1,0,0,1,5,3,0,0,0,3,1,0,2,2,4,5,0,1,1,0,1,0,5,1,3,0,0,6,0,0,0,2,0,1,3,1,0,0,0,3,4
"loc64",16,0,0,0,8,0,0,0,0,0,1,0,0,9,7,1,1,0,0,0,4,0,1,0,0,1,1,0,5,0,0,2,0,1,0,0,0,4,6,3,2,3,0,0,0,2,0,0,0,2,1,3,2,0,1,0,0,0,2,0,0,1,1,4,2,1,0,1,5,0,0,0,2,0,3,0,0,2,0,1,0,3,0,1,0,0,7,0,0,0,3,0,0,2,0,0,0,0,2,3
